	CC5CD1	CC5CD2	CC5CD3	CC5CD4	CRB5F1	CRB5F2	CRB5F3	CRB5F4	CRB5XFD1	CRB5XFD2	CRB5XFD3	CRB5XFD4	CRB6XFD1	CRB6XFD2	CRB6XFD3	CRB6XFD4	CRB6ZFD1	CRB6ZFD2	CRB6ZFD3	CRB6ZFD4	DC74D1	DC74D2	DC74D3	DC74D4	DC75D1	DC75D2	DC75D3	DC75D4	DC8D1	DC8D2	DC8D3	DC8D4	DCCD1	DCCD2	DCCD3	DCCD4	DCRCD11	DCRCD12	DCRCD13	DCRCD14	DRB7D11	DRB7D12	DRB7D13	DRB7D14	DRB7D21	DRB7D22	DRB7D23	DRB7D24	DRB7D31	DRB7D32	DRB7D33	DRB7D34	DRB7F1	DRB7F2	DRB7F3	DRB7F4	DRB8D41	DRB8D42	DRB8D43	DRB8D44	DRB8D51	DRB8D52	DRB8D53	DRB8D54	ZAN1	ZAN3	ZAS1	ZAS2	ZAS3	ZBN1	ZBN2	ZBN3	ZBS1	ZBS2	ZBS3	ZCN1	ZCN2	ZCN3	ZCS1	ZCS2	ZCS3	ZDN1	ZDN2	ZDN3	ZDS1	ZDS2	ZDS3	ZEN1	ZEN2	ZEN3	ZES1	ZES2	ZES3	ZFN1	ZFN2	ZFN3	ZFS2	ZFS3	ZGN1	ZGN2	ZGN3	ZGS1	ZGS2	ZGS3	ZHN1	ZHN2	ZHN3	ZHS1	ZHS2	ZHS3	ZIN1	ZIN2	ZIN3	ZIS1	ZIS2	ZIS3	ZJN1	ZJN2	ZJN3	ZJS1	ZJS2	ZJS3	ZKN1	ZKN2	ZKN3	ZKS1	ZKS2	ZKS3
taxa_358	0	0	0	0	2743	6099	12706	8814	814	1174	964	1599	6601	5825	7277	9070	5637	3385	4555	6091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1009	980	1148	2203	1999	864	1528	851	0	0	0	0	1847	20172	47147	4897	638	544	905	928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409	0	0	0	0	0	0	0	0	0	0	404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1039	1150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2486	1948	0	0	1295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1294	1063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2185	13910	19314	0	0	0	0	0	0	0	0	0	0	96712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1338	1496	1183	1273	124	233	0	151	948	223	463	592	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1842	1434	0	2062	154	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_363	0	0	0	0	0	0	0	0	0	0	0	0	0	856	0	2903	0	7915	4159	1846	2995	1480	1378	5501	5243	7388	5900	5803	12193	15082	24907	15815	572	670	0	43	0	0	0	0	0	0	0	0	868	639	971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	673	0	1502	0	0	0	0	0	0	0	0	0	5748	4688	0	2368	5707	0	0	0	566	571	0	0	0	566	2199	999	0	0	0	0	2257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1726	0	0	0	0	0	0	0	0	858
taxa_364	0	0	0	0	1407	2507	3560	2399	14736	15422	11353	25032	77577	68337	102017	98208	40716	33084	32859	54943	1272	771	1213	2655	1463	2842	2791	2530	6526	10650	10794	8520	1596	140	1507	1178	1092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	891	0	0	0	0	0	0	0	7070	7426	0	9935	13774	0	0	0	0	0	0	0	0	0	79	2947	0	0	0	0	390	3821	0	0	0	0	4823	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	979	1702	0	0	0	0	739	344	0	1114	202	266	1952	301	2492	0	3001	1799	1075	2737	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16730	0	0	0	2123	0	0	0	0	0	0	0	0	0	0	0	431	0	0	0	0	0	0	0	12564	24741	30817	72614	0	0	0	0	1136	1058	0	0	0	0	134318	326	0	0	0	0	0	0	0	0	0	0	0	507	0	0	0	0	0	0
taxa_366	0	0	0	0	3990	6881	7605	2398	10625	11625	9573	13609	55114	32332	55214	40798	12908	10749	12465	16461	0	0	0	3817	2603	4462	3254	1632	19137	16179	30270	23392	0	0	0	0	1961	0	0	0	422	1605	598	1242	1617	1528	1218	737	0	381	0	0	90	1306	11260	2131	1066	0	232	1059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11677	8069	0	7712	13927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1757	1755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_367	0	0	0	0	0	0	0	0	2051	1496	2013	2111	0	0	232	474	2288	142	659	1079	1243	887	269	254	726	1187	30935	2686	0	0	0	0	6838	26629	3565	7221	0	0	0	0	3070	2651	3055	2867	2206	1854	2651	1575	0	0	0	0	0	0	0	0	1055	1412	1644	2290	0	0	0	0	0	4903	0	13082	2960	0	12674	0	0	569	3778	0	10556	8294	0	93907	3172	0	312	0	0	0	1646	0	0	0	0	5319	4398	0	24162	70000	95291	149129	0	0	0	0	4882	1772	0	35	0	0	131857	313	0	0	0	0	11781	2907	0	0	648	0	0	3213	0	0	0	0	667	602
taxa_368	0	0	0	0	0	0	0	0	143	137	210	219	1139	958	1276	1216	1182	522	1080	1308	0	0	0	0	0	0	2374	0	0	0	0	0	1952	2390	878	883	0	0	0	0	1105	1617	1478	1244	107	0	0	0	0	0	0	0	0	0	0	0	0	489	0	211	0	0	0	0	0	181	0	838	0	0	1063	0	0	0	0	0	0	1170	0	0	0	0	511	0	0	407	741	0	0	0	0	71	0	0	717	5940	4158	9965	0	0	0	0	0	0	0	0	0	0	1587	0	0	0	0	0	307	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2477	341	14716	8069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0
taxa_371	32737	22134	24881	36635	133758	110280	130834	41639	40015	47029	50671	54991	32584	20057	28280	27827	7349	12859	11163	13186	110510	107984	104232	105878	43342	52063	45187	53781	23472	32690	30069	42854	44918	52241	18958	14784	76189	121995	102519	90589	61706	79924	63721	65891	46944	34916	42318	33612	14607	29728	26410	20245	11697	21071	8863	8941	31664	44477	34247	50278	0	1117	0	0	0	17545	0	8421	41935	0	1525	0	0	0	0	0	0	6943	0	0	1452	0	26797	5538	0	9987	7064	0	815	3709	0	66553	20437	0	12816	715	70915	7542	0	2205	551	0	87110	6620	0	350	0	0	16762	10533	0	179	0	0	28218	21361	227	31523	86571	0	28898	121915	0	0	18649	0	125340	71969
taxa_372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	415	411	531	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2144	1987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_374	964	511	1390	2546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	0	175	0	0	15888	1485	0	0	0	0	1682	11973	7123	7691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7587	0	20900	0	0	0	0	0	0	6632	0	0	5533	0	0	0	2053	0	0	0	0	0	0	0	24081	9512	276357	195958	0	0	0	0	7995	841	0	0	0	0	0	0	0	0	0	0	173	0	0	0	938	0	0	6055	0	0	0	0	3430	56231
taxa_375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6121	0	0	0	0	0	0	1421	0	0	0	0	0	0	396	396	854	165	944	423	657	236	0	0	0	0	0	0	0	0	0	322	436	122	0	0	0	0	0	0	0	296	0	0	9459	0	0	0	0	0	3890	488	0	13292	0	0	0	0	0	0	0	0	0	0	0	0	42	0	173783	25101	607119	115856	0	0	0	0	725	0	0	0	0	0	0	0	0	0	0	0	816	0	0	0	0	0	0	923	0	0	0	0	0	0
taxa_377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12249	544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305	402	0	0	0	0	3813	0	0	0	0	0	0	2665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1295	0	0	0	0	0	0	0	0	819	0	0	3678	0	0	0	0	0	0	0	0	0	0	0	2980	6017	30438	96587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3951	0	0	0	0	0	0	2508	0	0	0	0	66	81201
taxa_379	1539	927	1438	1318	0	0	0	0	432	461	1153	874	730	709	1254	903	0	0	0	0	20165	20851	18911	22159	27201	24403	26221	29924	54693	38943	75437	58100	1228	2356	748	1336	806	1050	1876	1887	986	1079	1087	1067	1753	1518	1070	964	0	295	27	323	83	1509	0	26	889	1290	902	2119	0	0	0	0	0	28	0	0	79	0	0	0	0	0	0	0	1808	0	0	5913	0	0	1230	2362	0	1223	1619	0	0	0	0	1189	84	0	483	0	2355	2820	0	146	0	0	20542	1373	0	0	0	0	970	503	0	132	0	0	20440	753	0	0	3580	0	0	2900	0	0	0	0	6842	3761
taxa_380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271	1211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	554	646	10237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	425	0	0	0	0	0	0
taxa_381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	4093	1439	28077	8732	0	0	0	0	0	0	0	0	0	0	0	2410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	0
taxa_382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	1540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	830	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1086	0	0
taxa_385	22736	15874	13965	20303	83365	91958	62337	15057	18118	17027	18194	23797	36260	19220	38553	29623	6044	7294	8452	11854	106959	100020	105244	82130	60384	71006	85823	110170	56587	53904	77214	65536	121101	64465	6449	5113	498191	784135	641006	634659	71361	71534	70883	65177	65029	47687	43641	48652	23547	46157	36075	29166	1260698	1043182	1346411	1111216	38430	56119	42297	62831	0	854	0	0	0	13047	0	3050	29908	0	2928	0	0	0	0	0	0	3889	0	0	6949	0	31946	7067	0	16000	20145	0	1062	2828	0	63977	20242	0	9134	2307	34114	30786	0	8271	1367	0	96401	10931	0	203	0	0	10577	4506	0	0	0	0	13808	11611	4051	30497	45366	0	42464	57643	0	0	3562	0	47957	60791
taxa_386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	12336	2708	0	0	0	0	0	2077	0	0	0	0	0	0	1540	520	1421	780	318	846	0	566	0	0	0	0	0	0	0	0	69	1546	2463	1499	0	0	0	0	0	1528	0	2743	0	0	262	0	0	0	0	0	7284	1630	0	311007	0	0	13051	66	0	1530	1998	0	0	0	0	729	1557	0	12071	7315	66230	76115	0	0	0	0	2893	938	0	0	0	0	518	0	0	0	0	0	7977	273	0	0	0	0	0	1514	0	0	0	0	0	108112
taxa_387	4219	3163	3244	5451	556	151	0	0	0	0	0	0	27	0	72	0	0	0	0	0	14444	15602	11523	12498	7438	8514	6421	9707	21429	18032	31384	23768	3214	4730	2422	3355	3116	4161	4437	3694	400	0	298	76	525	0	0	262	0	198	0	0	302	256	0	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1257	963	0	985	1196	0	0	0	0	0	0	0	0	0	1408	0	0	0	0	0	6116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2564	0	363	2933	0	0	0	0	4799	3417
taxa_388	0	0	0	0	0	0	0	0	0	1031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	794	0	14397	7050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20848
taxa_391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	826	0	0	0	0	0	0	0	0	7411	0	0	2117	0	0	0	1058	0	0	0	0	0	0	0	0	0	3184	28943	0	0	0	0	4131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2121
taxa_396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	740	6741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61608	5022	517327	30159	0	0	0	0	0	722	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0
taxa_397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1341	0	280	0	0	0	27237	235	0	0	0	0	1516	11562	3918	4785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1298	0	24107	0	1660	297	3873	0	0	0	0	21139	0	0	9080	0	0	0	2904	0	0	0	10456	0	5849	0	24993	31932	212302	656004	0	0	0	0	13569	28848	0	0	0	6394	111330	17065	0	0	0	0	8191	0	0	0	0	7827	1866	4661	0	0	0	0	3723	39355
taxa_398	157893	116796	115270	157773	210556	195414	179732	66316	25828	26707	23531	25291	53116	46735	51442	59830	26683	30090	22473	37905	121105	125411	110897	95990	47649	47181	50881	70847	58939	59534	82283	81999	314682	237438	69941	70658	963426	1418504	1221356	1207804	83717	95147	84804	93973	81704	70017	71973	58496	26239	60313	49025	39961	844718	623709	775326	806688	43025	53826	48022	63131	0	3282	0	0	0	10978	0	1190	26545	0	6490	0	0	926	316	0	0	6294	0	0	5923	0	19546	5015	0	10465	10283	0	1476	1721	0	39157	21920	0	4647	956	27951	13120	0	1279	972	0	76662	8918	0	708	0	0	16254	12249	0	1628	0	0	32714	21626	9552	21321	82193	0	97068	88752	0	0	4135	0	77562	118473
taxa_399	618	466	935	792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5568	7754	5522	4106	711	951	1337	1398	1186	1084	1278	1157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	639	0	0	0	23899	0	6062	0	0	0	0	378	0	0	0	1633	315	31816	0	0	0	11110	153604	13038	0	0	0	0	0	369	0	0	0	15604	3035	2567	0	0	0	112	3905	79
taxa_400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	870	269	16580	3309	0	0	0	0	0	0	0	0	0	0	0	0	2812	1324	3173	2099	574	559	1002	97	0	0	0	0	0	0	0	0	331	1778	1278	843	0	0	0	0	0	2230	0	4220	0	0	0	0	0	0	0	0	31668	1393	0	754724	0	0	11850	585	0	1439	416	0	0	0	0	1108	274	0	3135	3397	34091	23873	0	0	0	0	5039	1461	0	0	0	0	192	89	0	0	0	0	1941	0	0	0	0	0	0	0	0	0	0	0	0	73426
taxa_402	292	0	0	388	0	0	0	0	1092	0	1156	603	0	0	0	132	182	0	0	0	0	0	0	0	0	0	986	190	0	0	0	0	1118	1781	0	333	0	0	0	0	1623	1518	1352	767	924	1055	64	61	0	0	0	0	0	0	0	0	387	959	644	180	0	0	0	0	0	311	0	1155	0	0	0	0	0	0	0	0	3296	1703	0	102852	0	0	567	0	0	0	0	0	0	0	0	0	964	0	7205	3194	56532	48269	0	0	0	0	0	0	0	0	0	0	367	0	0	0	0	0	3131	188	0	0	0	0	0	446	0	0	0	0	0	288000
taxa_403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4787	1332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
