	CC5CD1	CC5CD2	CC5CD3	CC5CD4	CRB5F1	CRB5F2	CRB5F3	CRB5F4	CRB5XFD1	CRB5XFD2	CRB5XFD3	CRB5XFD4	CRB6XFD1	CRB6XFD2	CRB6XFD3	CRB6XFD4	CRB6ZFD1	CRB6ZFD2	CRB6ZFD3	CRB6ZFD4	DC74D1	DC74D2	DC74D3	DC74D4	DC75D1	DC75D2	DC75D3	DC75D4	DC8D1	DC8D2	DC8D3	DC8D4	DCCD1	DCCD2	DCCD3	DCCD4	DCRCD11	DCRCD12	DCRCD13	DCRCD14	DRB7D11	DRB7D12	DRB7D13	DRB7D14	DRB7D21	DRB7D22	DRB7D23	DRB7D24	DRB7D31	DRB7D32	DRB7D33	DRB7D34	DRB7F1	DRB7F2	DRB7F3	DRB7F4	DRB8D41	DRB8D42	DRB8D43	DRB8D44	DRB8D51	DRB8D52	DRB8D53	DRB8D54	ZAN1	ZAN3	ZAS1	ZAS2	ZAS3	ZBN1	ZBN2	ZBN3	ZBS1	ZBS2	ZBS3	ZCN1	ZCN2	ZCN3	ZCS1	ZCS2	ZCS3	ZDN1	ZDN2	ZDN3	ZDS1	ZDS2	ZDS3	ZEN1	ZEN2	ZEN3	ZES1	ZES2	ZES3	ZFN1	ZFN2	ZFN3	ZFS2	ZFS3	ZGN1	ZGN2	ZGN3	ZGS1	ZGS2	ZGS3	ZHN1	ZHN2	ZHN3	ZHS1	ZHS2	ZHS3	ZIN1	ZIN2	ZIN3	ZIS1	ZIS2	ZIS3	ZJN1	ZJN2	ZJN3	ZJS1	ZJS2	ZJS3	ZKN1	ZKN2	ZKN3	ZKS1	ZKS2	ZKS3
taxa_48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_49	14587	8469	17393	18029	18330	11130	14956	11519	10934	7119	6301	8484	7370	9217	9328	10679	28053	17299	14569	14315	26800	29295	31733	26416	14833	18395	27012	32096	3213	3365	3936	6801	26736	35413	17296	15148	0	0	1735	0	31767	28475	44681	31586	24312	15249	16125	19363	5849	9551	8464	4373	0	2064	140	0	21240	37756	33608	28506	0	280	0	0	0	14698	0	38558	39591	0	17687	412	826	48221	2597	0	0	22618	0	2718	13066	0	2443	3451	0	4337	20107	0	0	0	73685	14509	49994	0	325	1193	19045	76706	0	0	0	7854	43737	93424	0	0	25552	37547	671678	56561	0	0	0	0	44867	29168	0	16372	7118	49171	18698	83829	0	0	0	1827	94299	81870
taxa_50	158	81	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_51	0	0	0	0	53244	35772	21263	25933	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	828	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	113	0	0	112	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	169	56	324	218	113	80	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7374	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	578	1529	0	8338	3880	0	0	0	0	0	0	2009	0	0	0	0	0	0	18362	3315	3376	28854	0	861	0	0	0	0	0	0	0	0	0	0	0	67326	49866	180565	0	0	510	0	11552	315	550	11194	27839	0	0	0	0	0	0	0	0	0	0	0	0
taxa_54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	483	905	625	1207	769	457	469	560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	1513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6130	0	0
taxa_57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	653	829	360	871	459	2144	931	547	0	0	0	0	0	0	0	1147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1549	0	0	0	0	0	0	0	2504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	307	1562	1631	2053	1305	0	0	0	0	0	0	0	0	0	0	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_60	21100	18515	21761	25276	422808	386890	211172	274338	68154	45443	63785	64860	326795	348357	326463	424576	174559	181678	112900	193536	16641	16951	16644	8867	9158	9978	6908	14198	18141	12897	25277	39133	28565	26595	12177	11256	0	0	0	0	448015	459386	432281	551302	339943	349712	304863	280303	151733	224035	232978	173913	28228	433227	256218	66344	381423	350634	267010	348881	4524	6381	1894	3185	0	17684	0	11195	66052	0	9905	0	0	18741	0	0	0	10660	0	1626	15650	0	4225	1023	0	292	4137	0	1209	3108	0	87397	80709	0	0	0	5150	13854	0	0	0	0	4981	2142	0	3066	3539	0	111407	7213	0	4390	0	0	157149	86574	0	2582	4682	0	1420	5234	0	0	0	0	8061	10538
taxa_61	176	0	0	176	0	0	0	0	879	0	162	0	352	0	0	249	1303	0	627	0	0	0	176	326	0	0	0	352	0	326	895	0	0	326	0	0	0	0	0	0	0	235	498	191	235	0	1166	861	0	0	0	0	0	0	0	0	0	447	0	0	0	0	0	0	13940	12023	494	23987	1340	1498	1318	0	26584	6126	322	754	0	753	0	451	1034	0	0	0	0	0	0	0	0	0	26267	0	395	0	0	0	0	0	0	0	0	0	352	0	0	982	1001	785	966	485	0	979	0	3426	13651	12132	0	5512	0	3432	0	2710	0	0	0	0	0	0
taxa_62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	482	0	0	16395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	509	0	0	0	0	0	0	0	0	0	0	0	3740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_64	5140	6411	8029	8446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	387	0	0	512	748	1549	684	1486	2614	2331	870	2552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230
taxa_65	2474	2359	3045	2143	0	0	0	0	3498	2691	3207	2112	7018	9225	7033	13678	9608	10385	5078	10138	4096	5627	4434	2037	3156	899	1447	2390	30793	30073	36021	49554	3623	1172	220	757	0	0	0	0	31418	28438	31605	33457	19804	25069	21496	23973	7022	7799	5904	6427	0	0	0	0	16121	15870	15358	16632	210	675	0	0	0	0	0	0	3692	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	1980	1908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1565	0	0	0	0	0	5774	2174	0	0	0	0	0	0	0	0	0	0	0	1189
taxa_66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_67	213671	185147	208110	223894	106750	71232	43426	67803	28993	17149	18590	18861	38926	46803	37878	57300	34698	35568	29844	36505	125319	110987	103279	117208	175506	160916	167703	228283	389378	482479	391897	633936	115403	102952	53593	90873	0	0	5609	0	68694	71505	66690	76426	70187	52563	48998	44506	46437	54356	54373	43626	289	20445	20899	10131	110284	138922	115266	136696	61486	93390	106973	68631	0	11605	0	9023	35315	0	30567	1563	2102	57420	3321	0	0	1080	0	0	4192	0	9523	8986	0	9813	21124	0	0	71	0	18591	23204	0	863	2615	20958	34946	0	0	244	0	34308	10308	0	0	0	0	18013	6879	0	2497	0	0	54616	22212	0	11148	13594	0	2681	22701	0	0	0	0	44369	80097
taxa_68	7219	5696	6490	6679	0	0	0	0	2690	920	2002	2407	9831	9614	9129	12581	4059	4915	2925	5555	5640	8367	7599	3318	3305	2630	1946	3861	5352	3423	8638	7253	3892	7271	2806	7505	0	0	0	0	5713	4697	5426	5384	3872	6088	5321	4929	1219	1240	1085	0	0	0	0	0	5395	4322	5135	5223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1865	0	0	0	0	0	0	212	104	0	394	758	0	0	0	0	413	199	0	0	0	0	0	0	0	0	0	298	0	0	0	0	0	144	0	0	0	0	0	1782	0	0	0	0	0	0	0	0	0	0	0	0	3697
taxa_69	39454	37313	46725	43066	745	230	838	0	13043	11568	12412	6784	10205	11467	8861	15117	20084	18669	10802	17958	114169	115988	103333	67703	50471	39568	37400	57768	12041	10998	16796	16906	48122	53088	16879	17001	0	0	0	0	47711	44293	46458	53294	35157	31101	28878	26965	8614	14202	12329	8997	2541	3499	861	4485	56349	56758	41719	53130	474	1867	838	632	0	5606	0	6939	41544	0	19950	0	63	63213	569	0	1413	7187	0	9815	6888	0	4995	2296	0	1553	10294	0	0	0	0	15643	39235	0	0	232	10419	25001	0	0	0	0	19980	4265	0	0	1864	797	49033	12782	0	0	0	0	27581	12760	0	10207	7864	0	1687	16149	0	0	0	0	21284	18678
taxa_70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403	0	0	0	0	0	1319	0	0	1146	0	0	0	183	0	0	0	183	0	0	0	795	0	0	7003	0	699	0	0	0	0	0	0	0	0	0	0	0	13641	15007	43073	4017	0	0	0	0	0	759	1986	4642	0	0	0	0	0	0	0	0	0	0	0	0
taxa_71	26961	22146	24332	25956	13556	8048	3511	7008	56473	42425	53017	43663	123254	117566	112006	155256	82611	87864	62349	89321	23085	24825	22929	18523	35392	25951	22773	35982	114093	92055	114684	260093	17352	17172	9505	10788	0	0	0	0	256815	257046	259827	296937	266806	244860	237447	228073	64784	89374	88908	72835	732	10648	3907	4525	221739	249823	215295	240813	25600	38289	28215	25522	0	19639	0	10314	44649	0	3170	0	0	9501	0	0	0	6710	0	333	11242	0	3841	1255	0	1438	4939	0	1190	2515	0	55441	42133	0	0	58	2867	2119	0	0	0	0	3431	2379	0	3244	1003	0	40773	6784	0	14930	254	0	93680	53259	0	1795	3643	0	0	3270	0	0	0	0	2624	9260
taxa_72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16901	19200	0	39334	0	0	0	11352	4366	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_73	90065	81669	99049	102452	2523	2273	11640	4562	6121	3299	5071	3994	13312	18275	15250	21030	45971	42441	29291	39037	98174	112830	105251	68972	90278	69283	755009	191082	22911	21611	33468	43337	187332	319102	143009	119377	0	0	5006	0	46730	38758	48590	49083	42397	45814	41544	32116	29080	29512	33082	28332	4705	8349	24987	18876	55104	67604	56235	50963	24651	30377	22715	30555	0	24362	0	74725	26634	2534	474950	35358	55138	898920	43839	1193	6290	27523	0	25189	25185	0	15185	4671	0	5875	19530	0	0	2070	0	23129	35358	0	64985	41144	1347462	1112378	0	0	2975	0	62356	28214	0	1230	30050	14050	94694	39879	0	573	0	131	42071	23463	0	46398	14042	8014	5333	46806	0	0	0	14209	105471	69496
taxa_74	0	0	0	0	0	0	0	0	0	0	0	0	242	917	780	1474	426	621	0	845	174	754	0	0	0	0	0	0	0	0	0	0	0	362	0	0	0	0	0	0	2218	2284	2388	3124	967	2458	1912	1861	297	59	0	0	547	2873	4961	1467	3364	1691	1649	3176	0	0	0	0	0	0	0	0	0	0	121	0	0	43499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_75	797211	706983	781227	788795	682070	683298	272866	426706	532020	446786	456821	462586	3346088	3512726	2924084	4266276	2014759	2021249	1261021	2095747	550282	611135	517572	279755	227940	183519	169589	251280	444955	416925	617312	1135571	658389	729279	288511	289148	1399	0	8850	2312	3270990	3232386	3400804	3997416	2859829	3002525	2724191	2523749	1779699	1758893	1832569	1576065	125435	1690137	633583	429330	3702181	3591518	2643438	3427770	187320	230597	141936	172041	0	124033	0	77135	339965	0	87602	10263	15963	860942	28303	0	2775	77543	0	14192	90715	0	61666	19306	0	10675	73607	5128	16159	39214	0	720763	468070	0	4728	8364	167788	213530	0	2700	6119	0	107747	37974	0	27963	54865	12766	572528	120890	0	36573	3382	0	809667	407246	4584	96924	101217	704	21583	103293	0	0	1729	227	144010	171853
taxa_76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_78	250	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	1429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	414	816	189	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	190	0	0	2687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	512	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0
taxa_79	0	474	0	134	0	0	0	0	0	0	0	0	0	0	0	0	1174	1087	792	1494	146	0	0	10654	3059	1841	2740	4411	0	0	0	142	547	1628	0	343	0	0	0	0	2440	423	1794	470	2985	4861	1428	1678	139	1057	219	419	0	0	0	0	410	593	67	144	544	74	277	1544	0	30306	887	94339	560214	0	0	0	4015	10838	4136	0	3221	2811	0	366267	26750	0	0	0	0	0	0	0	0	0	0	9554	1938	0	0	0	13375	10421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1608	214
taxa_80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38935	305	0	0	0	0	0	0	0	0	0	0	0	0
taxa_81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24892	436	0	0	0	0	0	0	0	0	0	0	0	0
taxa_82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7001	3081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_83	0	0	0	0	0	0	0	949	0	0	0	0	0	0	0	0	838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	519	948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1258	0	962	907	90	278	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7500	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70825	27710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	387	0	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	387	0	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	387	0	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_92	10071	8919	10693	11954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10011	12830	11075	7379	38572	22943	27304	40640	3219	2224	6142	5696	8997	17071	2319	2842	0	0	0	0	0	0	0	0	0	0	0	0	576	0	0	0	0	0	0	0	0	0	0	0	157	1672	788	330	0	2791	0	11778	377	0	33735	709	0	20919	14856	0	21730	24235	0	253407	8655	0	3343	49	0	0	1512	0	0	0	0	11773	3356	0	5721	14986	189470	322031	0	0	0	2615	13258	1726	0	0	0	1936	13965	2600	0	0	0	0	0	0	0	8438	4888	0	0	4682	0	0	0	4049	7752	11399
taxa_93	75953	86784	110161	102307	0	0	0	0	39808	25370	31498	25298	76619	114903	96848	110527	81018	69295	40111	55626	4921	4058	2858	16899	29412	22784	31180	35327	3191	5347	2929	11171	68000	67714	27325	52066	0	0	0	0	18681	14109	23617	20058	39340	41426	19787	20716	145442	112580	107544	87480	0	0	0	0	15017	22744	18171	16898	406207	395569	316683	491398	0	45236	0	79386	41297	0	33260	5860	0	35490	22649	0	5215	12883	0	89603	3673	0	7982	1934	0	331	5064	0	831	6042	0	79343	34386	0	28256	42513	124103	98331	0	0	2516	0	20069	8841	0	0	0	0	30254	24014	0	762	0	0	30933	12881	0	2916	7898	0	0	9794	0	0	0	0	57492	34708
